30   True   757                                1090.8                             1515                               -765                               750                                15000                              Test String 30    -75                                120                                150                                
31   False  782                                1127.16                            1565.5                             -790.5                             775                                15500                              Test String 31    -77                                124                                155                                
32   True   808                                1163.52                            1616                               -816                               800                                16000                              Test String 32    -80                                128                                160                                
33   False  833                                1199.88                            1666.5                             -841.5                             825                                16500                              Test String 33    -82                                132                                165                                
34   True   858                                1236.24                            1717                               -867                               850                                17000                              Test String 34    -85                                136                                170                                
35   False  883                                1272.6                             1767.5                             -892.5                             875                                17500                              Test String 35    -87                                140                                175                                
36   True   909                                1308.96                            1818                               -918                               900                                18000                              Test String 36    -90                                144                                180                                
37   False  934                                1345.32                            1868.5                             -943.5                             925                                18500                              Test String 37    -92                                148                                185                                
38   True   959                                1381.68                            1919                               -969                               950                                19000                              Test String 38    -95                                152                                190                                
39   False  984                                1418.04                            1969.5                             -994.5                             975                                19500                              Test String 39    -97                                156                                195                                
40   True   1010                               1454.4                             2020                               -1020                              1000                               20000                              Test String 40    -100                               160                                200                                
41   False  1035                               1490.76                            2070.5                             -1045.5                            1025                               20500                              Test String 41    -102                               164                                205                                
42   True   1060                               1527.12                            2121                               -1071                              1050                               21000                              Test String 42    -105                               168                                210                                
43   False  1085                               1563.48                            2171.5                             -1096.5                            1075                               21500                              Test String 43    -107                               172                                215                                
44   True   1111                               1599.84                            2222                               -1122                              1100                               22000                              Test String 44    -110                               176                                220                                
45   False  1136                               1636.2                             2272.5                             -1147.5                            1125                               22500                              Test String 45    -112                               180                                225                                
46   True   1161                               1672.56                            2323                               -1173                              1150                               23000                              Test String 46    -115                               184                                230                                
47   False  1186                               1708.92                            2373.5                             -1198.5                            1175                               23500                              Test String 47    -117                               188                                235                                
48   True   1212                               1745.28                            2424                               -1224                              1200                               24000                              Test String 48    -120                               192                                240                                
49   False  1237                               1781.64                            2474.5                             -1249.5                            1225                               24500                              Test String 49    -122                               196                                245                                
50   True   1262                               1818                               2525                               -1275                              1250                               25000                              Test String 50    -125                               200                                250                                
51   False  1287                               1854.36                            2575.5                             -1300.5                            1275                               25500                              Test String 51    -127                               204                                255                                
52   True   1313                               1890.72                            2626                               -1326                              1300                               26000                              Test String 52    -130                               208                                260                                
53   False  1338                               1927.08                            2676.5                             -1351.5                            1325                               26500                              Test String 53    -132                               212                                265                                
54   True   1363                               1963.44                            2727                               -1377                              1350                               27000                              Test String 54    -135                               216                                270                                
55   False  1388                               1999.8                             2777.5                             -1402.5                            1375                               27500                              Test String 55    -137                               220                                275                                
56   True   1414                               2036.16                            2828                               -1428                              1400                               28000                              Test String 56    -140                               224                                280                                
57   False  1439                               2072.52                            2878.5                             -1453.5                            1425                               28500                              Test String 57    -142                               228                                285                                
58   True   1464                               2108.88                            2929                               -1479                              1450                               29000                              Test String 58    -145                               232                                290                                
59   False  1489                               2145.24                            2979.5                             -1504.5                            1475                               29500                              Test String 59    -147                               236                                295                                
60   True   1515                               2181.6                             3030                               -1530                              1500                               30000                              Test String 60    -150                               240                                300                                
61   False  1540                               2217.96                            3080.5                             -1555.5                            1525                               30500                              Test String 61    -152                               244                                305                                
62   True   1565                               2254.32                            3131                               -1581                              1550                               31000                              Test String 62    -155                               248                                310                                
63   False  1590                               2290.68                            3181.5                             -1606.5                            1575                               31500                              Test String 63    -157                               252                                315                                
64   True   1616                               2327.04                            3232                               -1632                              1600                               32000                              Test String 64    -160                               256                                320                                
65   False  1641                               2363.4                             3282.5                             -1657.5                            1625                               32500                              Test String 65    -162                               260                                325                                
66   True   1666                               2399.76                            3333                               -1683                              1650                               33000                              Test String 66    -165                               264                                330                                
67   False  1691                               2436.12                            3383.5                             -1708.5                            1675                               33500                              Test String 67    -167                               268                                335                                
68   True   1717                               2472.48                            3434                               -1734                              1700                               34000                              Test String 68    -170                               272                                340                                
69   False  1742                               2508.84                            3484.5                             -1759.5                            1725                               34500                              Test String 69    -172                               276                                345                                
70   True   1767                               2545.2                             3535                               -1785                              1750                               35000                              Test String 70    -175                               280                                350                                
71   False  1792                               2581.56                            3585.5                             -1810.5                            1775                               35500                              Test String 71    -177                               284                                355                                
72   True   1818                               2617.92                            3636                               -1836                              1800                               36000                              Test String 72    -180                               288                                360                                
73   False  1843                               2654.28                            3686.5                             -1861.5                            1825                               36500                              Test String 73    -182                               292                                365                                
74   True   1868                               2690.64                            3737                               -1887                              1850                               37000                              Test String 74    -185                               296                                370                                
75   False  1893                               2727                               3787.5                             -1912.5                            1875                               37500                              Test String 75    -187                               300                                375                                
76   True   1919                               2763.36                            3838                               -1938                              1900                               38000                              Test String 76    -190                               304                                380                                
77   False  1944                               2799.72                            3888.5                             -1963.5                            1925                               38500                              Test String 77    -192                               308                                385                                
78   True   1969                               2836.08                            3939                               -1989                              1950                               39000                              Test String 78    -195                               312                                390                                
79   False  1994                               2872.44                            3989.5                             -2014.5                            1975                               39500                              Test String 79    -197                               316                                395                                
80   True   2020                               2908.8                             4040                               -2040                              2000                               40000                              Test String 80    -200                               320                                400                                
81   False  2045                               2945.16                            4090.5                             -2065.5                            2025                               40500                              Test String 81    -202                               324                                405                                
82   True   2070                               2981.52                            4141                               -2091                              2050                               41000                              Test String 82    -205                               328                                410                                
83   False  2095                               3017.88                            4191.5                             -2116.5                            2075                               41500                              Test String 83    -207                               332                                415                                
84   True   2121                               3054.24                            4242                               -2142                              2100                               42000                              Test String 84    -210                               336                                420                                
85   False  2146                               3090.6                             4292.5                             -2167.5                            2125                               42500                              Test String 85    -212                               340                                425                                
86   True   2171                               3126.96                            4343                               -2193                              2150                               43000                              Test String 86    -215                               344                                430                                
87   False  2196                               3163.32                            4393.5                             -2218.5                            2175                               43500                              Test String 87    -217                               348                                435                                
88   True   2222                               3199.68                            4444                               -2244                              2200                               44000                              Test String 88    -220                               352                                440                                
89   False  2247                               3236.04                            4494.5                             -2269.5                            2225                               44500                              Test String 89    -222                               356                                445                                
90   True   2272                               3272.4                             4545                               -2295                              2250                               45000                              Test String 90    -225                               360                                450                                
91   False  2297                               3308.76                            4595.5                             -2320.5                            2275                               45500                              Test String 91    -227                               364                                455                                
92   True   2323                               3345.12                            4646                               -2346                              2300                               46000                              Test String 92    -230                               368                                460                                
93   False  2348                               3381.48                            4696.5                             -2371.5                            2325                               46500                              Test String 93    -232                               372                                465                                
94   True   2373                               3417.84                            4747                               -2397                              2350                               47000                              Test String 94    -235                               376                                470                                
95   False  2398                               3454.2                             4797.5                             -2422.5                            2375                               47500                              Test String 95    -237                               380                                475                                
96   True   2424                               3490.56                            4848                               -2448                              2400                               48000                              Test String 96    -240                               384                                480                                
97   False  2449                               3526.92                            4898.5                             -2473.5                            2425                               48500                              Test String 97    -242                               388                                485                                
98   True   2474                               3563.28                            4949                               -2499                              2450                               49000                              Test String 98    -245                               392                                490                                
99   False  2499                               3599.64                            4999.5                             -2524.5                            2475                               49500                              Test String 99    -247                               396                                495                                
100  True   2525                               3636                               5050                               -2550                              2500                               50000                              Test String 100   -250                               400                                500                                
101  False  2550                               3672.36                            5100.5                             -2575.5                            2525                               50500                              Test String 101   -252                               404                                505                                
102  True   2575                               3708.72                            5151                               -2601                              2550                               51000                              Test String 102   -255                               408                                510                                
103  False  2600                               3745.08                            5201.5                             -2626.5                            2575                               51500                              Test String 103   -257                               412                                515                                
104  True   2626                               3781.44                            5252                               -2652                              2600                               52000                              Test String 104   -260                               416                                520                                
105  False  2651                               3817.8                             5302.5                             -2677.5                            2625                               52500                              Test String 105   -262                               420                                525                                
106  True   2676                               3854.16                            5353                               -2703                              2650                               53000                              Test String 106   -265                               424                                530                                
107  False  2701                               3890.52                            5403.5                             -2728.5                            2675                               53500                              Test String 107   -267                               428                                535                                
108  True   2727                               3926.88                            5454                               -2754                              2700                               54000                              Test String 108   -270                               432                                540                                
109  False  2752                               3963.24                            5504.5                             -2779.5                            2725                               54500                              Test String 109   -272                               436                                545                                
110  True   2777                               3999.6                             5555                               -2805                              2750                               55000                              Test String 110   -275                               440                                550                                
111  False  2802                               4035.96                            5605.5                             -2830.5                            2775                               55500                              Test String 111   -277                               444                                555                                
112  True   2828                               4072.32                            5656                               -2856                              2800                               56000                              Test String 112   -280                               448                                560                                
113  False  2853                               4108.68                            5706.5                             -2881.5                            2825                               56500                              Test String 113   -282                               452                                565                                
114  True   2878                               4145.04                            5757                               -2907                              2850                               57000                              Test String 114   -285                               456                                570                                
115  False  2903                               4181.4                             5807.5                             -2932.5                            2875                               57500                              Test String 115   -287                               460                                575                                
116  True   2929                               4217.76                            5858                               -2958                              2900                               58000                              Test String 116   -290                               464                                580                                
117  False  2954                               4254.12                            5908.5                             -2983.5                            2925                               58500                              Test String 117   -292                               468                                585                                
118  True   2979                               4290.48                            5959                               -3009                              2950                               59000                              Test String 118   -295                               472                                590                                
119  False  3004                               4326.84                            6009.5                             -3034.5                            2975                               59500                              Test String 119   -297                               476                                595                                
120  True   3030                               4363.2                             6060                               -3060                              3000                               60000                              Test String 120   -300                               480                                600                                
121  False  3055                               4399.56                            6110.5                             -3085.5                            3025                               60500                              Test String 121   -302                               484                                605                                
122  True   3080                               4435.92                            6161                               -3111                              3050                               61000                              Test String 122   -305                               488                                610                                
123  False  3105                               4472.28                            6211.5                             -3136.5                            3075                               61500                              Test String 123   -307                               492                                615                                
124  True   3131                               4508.64                            6262                               -3162                              3100                               62000                              Test String 124   -310                               496                                620                                
125  False  3156                               4545                               6312.5                             -3187.5                            3125                               62500                              Test String 125   -312                               500                                625                                
126  True   3181                               4581.36                            6363                               -3213                              3150                               63000                              Test String 126   -315                               504                                630                                
127  False  3206                               4617.72                            6413.5                             -3238.5                            3175                               63500                              Test String 127   -317                               508                                635                                
128  True   3232                               4654.08                            6464                               -3264                              3200                               64000                              Test String 128   -320                               512                                640                                
129  False  3257                               4690.44                            6514.5                             -3289.5                            3225                               64500                              Test String 129   -322                               516                                645                                
130  True   3282                               4726.8                             6565                               -3315                              3250                               65000                              Test String 130   -325                               520                                650                                
